areacd,value
E01006980,1
E01006981,1
E01006982,4
E01006983,4
E01006984,1
E01006985,9
E01006986,9
E01006987,8
E01006988,5
E01006989,9
E01006990,10
E01006991,10
E01006992,7
E01006993,10
E01006994,3
E01006995,7
E01006996,3
E01006997,4
E01006998,4
E01006999,5
E01007000,3
E01007001,4
E01007002,6
E01007003,1
E01007004,1
E01007005,1
E01007006,1
E01007007,1
E01007008,1
E01007009,1
E01007010,1
E01007011,1
E01007012,2
E01007013,1
E01007014,5
E01007016,1
E01007017,1
E01007019,1
E01007020,2
E01007021,9
E01007022,2
E01007023,8
E01007024,1
E01007025,9
E01007026,2
E01007027,10
E01007028,5
E01007029,6
E01007030,4
E01007031,7
E01007032,7
E01007033,6
E01007034,9
E01007035,6
E01007036,7
E01007037,6
E01007038,3
E01007039,6
E01007040,5
E01007041,5
E01007042,4
E01007043,7
E01007044,6
E01007045,7
E01007046,5
E01007047,2
E01007048,1
E01007049,2
E01007050,4
E01007051,1
E01007052,1
E01007053,4
E01007054,2
E01007055,1
E01007056,4
E01007057,4
E01007058,3
E01007059,5
E01007060,3
E01007061,6
E01007062,6
E01007063,5
E01007064,5
E01007065,6
E01007066,6
E01007067,7
E01007068,8
E01007069,4
E01007070,8
E01007071,7
E01007072,6
E01007073,8
E01007074,4
E01007075,7
E01007076,7
E01007077,6
E01007078,9
E01007079,9
E01007080,6
E01007081,8
E01007082,7
E01007083,3
E01007084,8
E01007085,1
E01007086,1
E01007087,1
E01007088,3
E01007089,1
E01007090,1
E01007091,2
E01007092,1
E01007095,8
E01007096,9
E01007097,8
E01007098,7
E01007099,5
E01007100,7
E01007101,9
E01007102,4
E01007103,7
E01007104,6
E01007105,5
E01007106,4
E01007107,7
E01007108,5
E01007109,5
E01007110,7
E01007111,8
E01007112,5
E01007113,7
E01007114,3
E01007115,4
E01007116,6
E01007117,9
E01007118,3
E01007119,1
E01007120,2
E01007121,1
E01007122,1
E01007123,1
E01007124,1
E01007125,2
E01007126,1
E01007127,1
E01007128,1
E01007129,1
E01007130,2
E01007131,1
E01007133,1
E01007135,7
E01007136,2
E01007137,3
E01007138,1
E01007139,3
E01007140,4
E01007141,3
E01007142,9
E01007143,5
E01007144,9
E01007145,10
E01007146,10
E01007147,10
E01007148,8
E01007149,9
E01007150,10
E01007151,9
E01007152,4
E01007153,4
E01007154,8
E01007155,1
E01007156,4
E01007157,5
E01007158,6
E01007159,6
E01007160,4
E01007161,5
E01007162,1
E01007163,5
E01007164,6
E01007165,8
E01007166,9
E01007167,3
E01007168,2
E01007169,4
E01007170,8
E01007171,9
E01007172,9
E01007173,5
E01007174,4
E01007175,1
E01007176,2
E01007177,3
E01007178,3
E01007179,1
E01007180,3
E01007181,3
E01007182,7
E01007183,8
E01007184,8
E01007185,5
E01007186,10
E01007187,10
E01007188,10
E01007189,10
E01007190,10
E01007191,10
E01007192,6
E01007193,7
E01007194,5
E01007195,9
E01007196,6
E01007197,8
E01007198,6
E01007199,10
E01007200,9
E01007201,6
E01007202,4
E01007203,6
E01007204,1
E01007205,2
E01007206,3
E01007207,1
E01007208,3
E01007209,1
E01007210,1
E01007211,6
E01007212,5
E01007213,6
E01007214,2
E01007215,1
E01007216,3
E01007217,3
E01007218,2
E01007219,3
E01007220,1
E01007221,4
E01007222,6
E01007223,5
E01007224,7
E01007225,7
E01007226,6
E01007227,1
E01007228,2
E01007229,4
E01007230,5
E01007231,4
E01007232,3
E01007233,3
E01007234,4
E01007235,4
E01007236,4
E01007237,3
E01007238,1
E01007239,2
E01007240,3
E01007241,6
E01007242,6
E01007243,4
E01007244,2
E01007245,6
E01007246,7
E01007247,8
E01007248,7
E01007249,1
E01007250,7
E01007251,6
E01007252,6
E01007253,3
E01007254,10
E01007255,6
E01007256,7
E01007257,1
E01007258,9
E01007259,9
E01007260,8
E01007261,10
E01007262,9
E01007263,2
E01007264,9
E01007265,6
E01007266,8
E01007267,6
E01007268,6
E01007269,1
E01007270,1
E01007271,2
E01007272,1
E01007273,1
E01007274,1
E01007275,2
E01007276,4
E01007277,1
E01007278,1
E01007279,6
E01007280,8
E01007281,9
E01007282,7
E01007283,10
E01007284,9
E01007285,7
E01007286,4
E01007287,5
E01007288,3
E01007289,1
E01007290,1
E01007291,1
E01007292,1
E01007293,1
E01007294,1
E01007295,1
E01007296,1
E01007297,3
E01007298,8
E01007299,6
E01007300,2
E01007301,6
E01007302,3
E01007303,1
E01007304,1
E01007305,7
E01007306,6
E01007307,7
E01007308,8
E01007309,8
E01007310,7
E01007311,8
E01007312,4
E01007313,3
E01007314,5
E01007315,8
E01007316,7
E01007317,1
E01007318,1
E01007319,8
E01007320,1
E01007321,8
E01007322,4
E01007323,2
E01007324,2
E01007325,1
E01007326,2
E01007327,2
E01007328,2
E01007329,4
E01007330,5
E01007331,5
E01007332,2
E01007333,2
E01007334,8
E01007335,6
E01007336,3
E01007337,3
E01007338,1
E01007339,1
E01007340,3
E01007341,1
E01007342,5
E01007343,3
E01007344,4
E01007345,4
E01007346,3
E01007347,6
E01007348,2
E01007349,3
E01007350,6
E01007351,4
E01007352,2
E01007353,4
E01007354,4
E01007355,8
E01007356,7
E01007357,3
E01007358,6
E01007359,4
E01007360,5
E01007361,5
E01007362,9
E01007363,3
E01007364,3
E01007365,1
E01007366,5
E01007367,2
E01007368,3
E01007369,1
E01007370,1
E01007371,3
E01007372,1
E01007373,1
E01007374,5
E01007375,4
E01007376,1
E01007377,1
E01007378,1
E01007379,8
E01007380,8
E01007381,6
E01007382,4
E01007383,8
E01007384,7
E01007385,3
E01007386,9
E01007387,6
E01007388,6
E01007389,8
E01007390,5
E01007391,2
E01007392,2
E01007393,3
E01007394,2
E01007395,2
E01007396,4
E01007397,3
E01007398,4
E01007399,6
E01007400,7
E01007402,1
E01007403,1
E01007404,7
E01007405,3
E01007406,2
E01007408,5
E01007409,7
E01007410,2
E01007411,1
E01007413,1
E01007414,2
E01007415,4
E01007416,1
E01007417,2
E01007418,8
E01007419,9
E01007420,7
E01007421,9
E01007422,9
E01007423,7
E01007424,6
E01007425,10
E01007426,7
E01007427,6
E01007428,9
E01007429,3
E01007430,10
E01007431,7
E01007432,7
E01007433,3
E01007434,4
E01007435,1
E01007436,4
E01007437,3
E01007438,5
E01007439,7
E01007440,2
E01007441,4
E01007442,10
E01007443,2
E01007444,4
E01007445,4
E01007446,5
E01007447,3
E01007448,2
E01007449,4
E01007450,2
E01007451,2
E01007452,5
E01007453,1
E01007455,7
E01007456,6
E01007457,3
E01007458,3
E01007459,5
E01007460,4
E01007461,1
E01007462,1
E01007463,1
E01007464,2
E01007465,3
E01007466,1
E01007467,3
E01007468,9
E01007469,5
E01007470,2
E01007471,7
E01007472,1
E01007473,3
E01007474,1
E01007475,9
E01007476,5
E01007477,8
E01007478,5
E01007479,4
E01007480,3
E01007482,2
E01007483,8
E01007484,4
E01007485,9
E01007486,5
E01007487,3
E01007488,6
E01007489,4
E01007490,4
E01007491,1
E01007492,2
E01007493,7
E01007494,4
E01007495,1
E01007496,1
E01007497,2
E01007498,2
E01007499,1
E01007500,1
E01007501,6
E01007502,9
E01007503,8
E01007504,4
E01007505,5
E01007506,1
E01007507,1
E01007508,1
E01007509,1
E01007510,3
E01007511,1
E01007512,5
E01007513,4
E01007514,2
E01007515,3
E01007516,6
E01007517,2
E01007518,6
E01007519,4
E01007520,8
E01007521,6
E01007522,2
E01007523,7
E01007524,7
E01007525,3
E01007526,7
E01007527,8
E01007528,2
E01007529,1
E01007530,1
E01007531,2
E01007532,1
E01007533,3
E01007534,2
E01007535,2
E01007536,5
E01007537,4
E01007538,3
E01007539,2
E01007540,3
E01007541,3
E01007542,1
E01007543,1
E01007544,1
E01007545,4
E01007546,2
E01007547,1
E01007548,2
E01007549,2
E01007550,3
E01007551,7
E01007552,7
E01007553,7
E01007554,6
E01007555,2
E01007556,2
E01007557,7
E01007558,4
E01007559,5
E01007560,6
E01007561,8
E01007562,5
E01007563,1
E01007564,2
E01007565,8
E01007566,1
E01007567,3
E01007568,1
E01007569,2
E01007570,7
E01007571,4
E01007572,4
E01007573,1
E01007574,2
E01007575,1
E01007576,4
E01007577,1
E01007578,2
E01007579,3
E01007580,5
E01007581,9
E01007582,7
E01007583,7
E01007584,6
E01007585,6
E01007586,8
E01007587,4
E01007588,4
E01007589,7
E01007590,2
E01007591,4
E01007592,2
E01007593,2
E01007594,8
E01007595,3
E01007596,9
E01007597,1
E01007598,6
E01007599,8
E01007600,8
E01007601,8
E01007602,9
E01007603,8
E01007604,8
E01007605,8
E01007606,10
E01007607,3
E01007608,4
E01007609,5
E01007610,8
E01007611,5
E01007612,8
E01007613,7
E01007614,8
E01007615,6
E01007616,6
E01007617,10
E01007618,8
E01007619,10
E01007620,7
E01007621,7
E01007622,8
E01007623,4
E01007624,9
E01007625,7
E01007626,1
E01007627,1
E01007628,1
E01007629,1
E01007630,6
E01007631,9
E01007632,3
E01007633,2
E01007634,1
E01007635,3
E01007636,2
E01007637,3
E01007638,2
E01007639,3
E01007640,5
E01007641,4
E01007642,2
E01007643,1
E01007644,6
E01007645,2
E01007646,5
E01007647,5
E01007648,1
E01007649,6
E01007650,5
E01007651,2
E01007652,1
E01007653,5
E01007654,3
E01007655,1
E01007656,3
E01007657,7
E01007658,6
E01007659,7
E01007660,7
E01007661,6
E01007662,1
E01007663,9
E01007664,6
E01007665,7
E01007666,7
E01007667,4
E01007668,1
E01007669,7
E01007670,9
E01007671,7
E01007672,8
E01007673,3
E01007674,9
E01007675,4
E01007676,3
E01007677,1
E01007678,10
E01007679,3
E01007680,2
E01007681,5
E01007682,5
E01007683,7
E01007684,6
E01007685,8
E01007686,7
E01007687,5
E01007688,5
E01007689,6
E01007690,10
E01007691,9
E01007692,7
E01007693,4
E01007694,2
E01007695,6
E01007696,8
E01007697,2
E01007698,7
E01007699,3
E01007700,6
E01007701,3
E01007702,3
E01007703,6
E01007704,4
E01007705,8
E01007706,6
E01007707,6
E01007708,2
E01007709,9
E01007710,10
E01007711,8
E01007712,7
E01007713,9
E01007714,1
E01007715,1
E01007716,1
E01007717,2
E01007718,1
E01007719,1
E01007720,4
E01007721,1
E01007723,1
E01007724,6
E01007725,6
E01007726,2
E01007727,1
E01007728,4
E01007729,1
E01007730,1
E01007731,4
E01007732,2
E01007733,3
E01007734,1
E01007735,1
E01007736,1
E01007737,1
E01007738,1
E01007739,1
E01007740,2
E01007741,8
E01007742,4
E01007743,9
E01007744,4
E01007745,2
E01007746,5
E01007747,3
E01007748,7
E01007749,8
E01007750,6
E01007751,4
E01007752,9
E01007753,5
E01007754,6
E01007755,9
E01007756,7
E01007757,5
E01007758,3
E01007759,2
E01007760,1
E01007761,3
E01007762,5
E01007763,2
E01007764,1
E01007765,4
E01007766,1
E01007767,2
E01007768,1
E01007769,1
E01007770,2
E01007771,6
E01007772,3
E01007773,3
E01007774,3
E01007775,1
E01007776,2
E01007777,3
E01007778,6
E01007779,2
E01007780,4
E01007781,3
E01007782,2
E01007783,2
E01007784,2
E01007785,5
E01007786,5
E01007787,7
E01007788,5
E01007789,2
E01007790,1
E01007791,2
E01007792,8
E01007793,3
E01007794,1
E01007795,8
E01007796,2
E01007797,4
E01007798,8
E01007799,3
E01007800,3
E01007801,9
E01007802,8
E01007803,4
E01007804,2
E01007805,2
E01007806,2
E01007807,4
E01007808,10
E01007809,2
E01007810,4
E01007811,8
E01007812,3
E01007813,5
E01007814,7
E01007815,2
E01007816,3
E01007817,3
E01007818,8
E01007819,5
E01007820,3
E01007821,4
E01007822,1
E01007823,5
E01007824,10
E01007825,9
E01007826,10
E01007827,8
E01007828,4
E01007829,6
E01007830,5
E01007831,7
E01007832,7
E01007833,6
E01007834,6
E01007835,6
E01007836,7
E01007838,6
E01007839,9
E01007841,8
E01007842,4
E01007843,3
E01007846,7
E01007847,2
E01007848,1
E01007849,2
E01007850,5
E01007851,1
E01007852,5
E01007853,4
E01007854,2
E01007855,3
E01007856,1
E01007857,1
E01007858,7
E01007859,10
E01007860,9
E01007861,10
E01007862,10
E01007863,10
E01007864,10
E01007865,9
E01007866,10
E01007867,9
E01007868,8
E01007869,1
E01007870,1
E01007871,2
E01007872,3
E01007873,1
E01007874,1
E01007875,1
E01007877,1
E01007878,1
E01007879,3
E01007881,2
E01007882,5
E01007883,1
E01007885,1
E01007886,1
E01007887,5
E01007888,8
E01007889,9
E01007890,9
E01007891,9
E01007892,1
E01007893,9
E01007894,6
E01007895,3
E01007896,10
E01007897,9
E01007898,8
E01007899,9
E01007900,3
E01007901,1
E01007902,1
E01007903,2
E01007904,1
E01007905,1
E01007906,1
E01007907,3
E01007908,7
E01007909,5
E01007910,2
E01007911,8
E01007912,6
E01007913,1
E01007914,1
E01007915,10
E01007916,1
E01007917,5
E01007918,7
E01007919,1
E01007920,10
E01007921,8
E01007922,9
E01007923,8
E01007924,4
E01007925,7
E01007926,10
E01007927,10
E01007928,10
E01007929,10
E01007930,10
E01007931,10
E01007932,9
E01007933,10
E01007934,9
E01007935,9
E01007936,9
E01007937,9
E01007938,10
E01007939,10
E01007940,1
E01007941,1
E01007942,2
E01007943,1
E01007944,1
E01007945,1
E01007946,1
E01007947,1
E01007948,1
E01007949,1
E01007950,2
E01007951,8
E01007952,10
E01007953,5
E01007954,10
E01007955,10
E01007956,10
E01007957,10
E01007958,10
E01007959,10
E01007960,9
E01007961,9
E01007962,6
E01007963,4
E01007964,4
E01007965,2
E01007966,4
E01007967,2
E01007968,2
E01007969,3
E01007970,1
E01007971,3
E01007972,8
E01007973,6
E01007974,7
E01007975,2
E01007976,2
E01007977,1
E01007978,4
E01007979,1
E01007980,5
E01007981,6
E01007982,2
E01007983,7
E01007984,9
E01007985,6
E01007986,7
E01007987,8
E01007988,8
E01007989,7
E01007990,5
E01007991,3
E01007992,8
E01007993,3
E01007994,9
E01007995,5
E01007996,6
E01007997,6
E01007998,2
E01007999,7
E01008000,4
E01008001,4
E01008002,7
E01008003,7
E01008004,3
E01008005,6
E01008006,7
E01008007,2
E01008008,2
E01008009,1
E01008010,3
E01008011,1
E01008012,1
E01008013,1
E01008014,2
E01008015,1
E01008016,3
E01008017,1
E01008018,1
E01008019,4
E01008020,6
E01008021,10
E01008022,1
E01008023,10
E01008024,5
E01008025,7
E01008027,3
E01008028,4
E01008029,3
E01008030,6
E01008031,4
E01008032,4
E01008033,7
E01008034,5
E01008035,9
E01008036,9
E01008037,3
E01008038,9
E01008039,7
E01008040,7
E01008041,8
E01008042,4
E01008043,9
E01008044,8
E01008045,5
E01008046,5
E01008047,10
E01008048,9
E01008049,6
E01008050,9
E01008051,4
E01008052,7
E01008053,2
E01008054,1
E01008055,1
E01008056,3
E01008057,1
E01008058,5
E01008059,1
E01008060,1
E01008061,2
E01008062,1
E01008063,4
E01008064,9
E01008065,1
E01008066,10
E01008067,9
E01008068,3
E01008069,10
E01008072,2
E01008073,4
E01008074,9
E01008075,1
E01008076,1
E01008077,2
E01008078,6
E01008079,10
E01008080,4
E01008081,2
E01008082,1
E01008083,1
E01008084,1
E01008085,2
E01008086,1
E01008087,7
E01008088,5
E01008089,2
E01008090,1
E01008091,6
E01008092,1
E01008093,4
E01008094,2
E01008095,3
E01008096,2
E01008097,1
E01008098,1
E01008099,5
E01008100,1
E01008101,2
E01008102,1
E01008103,1
E01008104,6
E01008105,7
E01008107,2
E01008108,4
E01008109,3
E01008111,7
E01008112,2
E01008113,4
E01008114,3
E01008115,5
E01008116,1
E01008117,1
E01008118,1
E01008119,1
E01008122,1
E01008123,1
E01008124,1
E01008125,3
E01008126,9
E01008128,10
E01008129,6
E01008130,7
E01008131,8
E01008132,10
E01008133,6
E01008134,6
E01008135,8
E01008136,5
E01008137,10
E01008138,3
E01008139,5
E01008140,6
E01008141,9
E01008142,4
E01008143,6
E01008144,6
E01008145,2
E01008146,10
E01008147,9
E01008148,3
E01008149,9
E01008150,4
E01008151,7
E01008152,6
E01008153,5
E01008154,5
E01008155,5
E01008156,10
E01008157,1
E01008158,3
E01008159,9
E01008160,6
E01008161,5
E01008162,4
E01008163,3
E01008164,1
E01008165,1
E01008166,2
E01008167,2
E01008168,4
E01008169,4
E01008170,1
E01008171,3
E01008172,5
E01008173,1
E01008174,3
E01008175,4
E01008176,7
E01008177,5
E01008178,3
E01008179,6
E01008180,2
E01008181,5
E01008182,3
E01008183,2
E01008184,8
E01008185,2
E01008186,2
E01008187,3
E01008188,6
E01008189,2
E01008190,6
E01008191,2
E01008192,3
E01008193,7
E01008194,9
E01008195,5
E01008196,5
E01008197,7
E01008198,3
E01008199,7
E01008200,9
E01008201,1
E01008202,3
E01008203,2
E01008204,1
E01008205,7
E01008206,6
E01008207,8
E01008208,3
E01008209,4
E01008210,2
E01008211,4
E01008212,1
E01008213,4
E01008214,1
E01008215,1
E01008216,2
E01008217,3
E01008218,1
E01008219,3
E01008220,1
E01008221,2
E01008222,3
E01008223,1
E01008224,5
E01008225,5
E01008226,4
E01008227,1
E01008228,2
E01008229,5
E01008230,4
E01008231,2
E01008232,2
E01008233,7
E01008234,7
E01008235,8
E01008236,4
E01008237,10
E01008238,9
E01008239,8
E01008240,3
E01008241,3
E01008242,2
E01008243,6
E01008244,4
E01008245,7
E01008246,3
E01008247,3
E01008248,8
E01008249,7
E01008250,5
E01008251,3
E01008252,3
E01008253,2
E01008254,2
E01008255,4
E01008256,5
E01008257,1
E01008258,2
E01008259,1
E01008260,8
E01008261,2
E01008262,3
E01008263,2
E01008264,10
E01008265,4
E01008266,7
E01008267,5
E01008268,5
E01008269,10
E01008270,10
E01008271,10
E01008272,9
E01008273,6
E01008274,3
E01008275,10
E01008276,4
E01008277,4
E01008278,9
E01008279,7
E01008280,2
E01008281,2
E01008282,3
E01008283,9
E01008284,6
E01008285,2
E01008286,3
E01008287,8
E01008288,2
E01008289,1
E01008290,1
E01008291,1
E01008292,8
E01008293,6
E01008294,8
E01008295,1
E01008296,3
E01008297,1
E01008298,3
E01008299,1
E01008300,1
E01008301,2
E01008302,1
E01008303,1
E01008304,1
E01008305,1
E01008306,4
E01008307,2
E01008308,5
E01008309,10
E01008311,9
E01008312,9
E01008313,6
E01008314,7
E01008315,5
E01008316,9
E01008317,10
E01008318,3
E01008319,10
E01008320,6
E01008321,8
E01008322,9
E01008323,7
E01008324,2
E01008325,1
E01008326,8
E01008327,1
E01008328,9
E01008329,4
E01008330,2
E01008331,1
E01008332,1
E01008333,2
E01008334,2
E01008335,2
E01008336,2
E01008337,2
E01008338,2
E01008339,1
E01008340,1
E01008341,2
E01008342,8
E01008343,4
E01008344,3
E01008345,1
E01008346,4
E01008347,5
E01008348,1
E01008349,3
E01008350,3
E01008351,6
E01008352,5
E01008353,3
E01008354,5
E01008355,8
E01008356,5
E01008357,10
E01008358,5
E01008359,5
E01008360,7
E01008361,4
E01008362,5
E01008363,7
E01008364,7
E01008365,10
E01008366,10
E01008367,10
E01008368,10
E01008369,10
E01008370,8
E01008371,10
E01008372,9
E01008373,10
E01008374,6
E01008375,3
E01008376,9
E01008377,2
E01008378,9
E01008379,3
E01008380,1
E01008381,8
E01008382,1
E01008383,2
E01008384,5
E01008385,2
E01008386,5
E01008387,7
E01008388,1
E01008389,1
E01008390,1
E01008391,1
E01008392,1
E01008394,10
E01008395,2
E01008396,3
E01008397,9
E01008398,1
E01008399,1
E01008400,1
E01008401,2
E01008402,4
E01008403,6
E01008404,4
E01008405,2
E01008406,3
E01008407,6
E01008409,8
E01008410,5
E01008411,8
E01008412,9
E01008413,4
E01008415,1
E01008416,6
E01008418,10
E01008419,10
E01008420,10
E01008421,9
E01008422,10
E01008423,10
E01008424,6
E01008425,1
E01008426,1
E01008427,1
E01008428,1
E01008429,1
E01008430,2
E01008431,4
E01008432,3
E01008433,6
E01008434,7
E01008435,1
E01008436,1
E01008437,1
E01008438,1
E01008439,1
E01008441,2
E01008442,10
E01008443,9
E01008444,9
E01008445,4
E01008446,9
E01008447,7
E01008448,10
E01008449,3
E01008450,1
E01008451,3
E01008452,7
E01008453,6
E01008455,3
E01008456,1
E01008457,2
E01008458,9
E01008459,1
E01008460,2
E01008461,3
E01008462,3
E01008463,3
E01008464,5
E01008465,5
E01008466,10
E01008467,6
E01008468,3
E01008469,6
E01008470,4
E01008471,3
E01008472,8
E01008473,6
E01008474,2
E01008475,10
E01008476,2
E01008477,2
E01008478,2
E01008479,8
E01008480,3
E01008481,2
E01008482,1
E01008483,4
E01008484,1
E01008485,1
E01008486,3
E01008487,3
E01008488,2
E01008489,1
E01008490,4
E01008491,2
E01008492,2
E01008493,7
E01008494,4
E01008495,10
E01008496,4
E01008497,9
E01008498,9
E01008499,5
E01008500,6
E01008501,8
E01008502,3
E01008503,3
E01008504,10
E01008505,7
E01008506,3
E01008507,8
E01008508,2
E01008509,1
E01008510,3
E01008511,2
E01008512,1
E01008513,3
E01008514,4
E01008516,8
E01008517,10
E01008518,6
E01008519,6
E01008520,9
E01008521,8
E01008522,9
E01008523,10
E01008524,1
E01008525,7
E01008526,9
E01008527,7
E01008528,7
E01008529,7
E01008530,5
E01008531,9
E01008532,3
E01008533,3
E01008534,7
E01008535,5
E01008536,3
E01008537,3
E01008538,8
E01008539,6
E01008540,1
E01008541,1
E01008542,1
E01008543,2
E01008544,1
E01008545,1
E01008546,10
E01008547,10
E01008548,10
E01008549,9
E01008550,9
E01008551,10
E01008552,7
E01008553,6
E01008554,4
E01008555,3
E01008556,8
E01008557,10
E01008558,6
E01008559,5
E01008560,7
E01008561,2
E01008562,7
E01008563,10
E01008564,8
E01008565,4
E01008567,3
E01008568,3
E01008569,2
E01008570,6
E01008571,1
E01008572,2
E01008573,1
E01008574,5
E01008575,1
E01008576,2
E01008577,5
E01008578,3
E01008579,9
E01008580,8
E01008581,9
E01008582,3
E01008583,3
E01008584,3
E01008585,6
E01008586,6
E01008587,5
E01008588,5
E01008589,10
E01008590,2
E01008591,1
E01008592,3
E01008593,1
E01008594,2
E01008595,3
E01008596,1
E01008597,4
E01008598,3
E01008599,2
E01008600,1
E01008601,1
E01008602,1
E01008603,1
E01008604,1
E01008605,4
E01008606,1
E01008607,1
E01008608,1
E01008609,1
E01008610,1
E01008611,8
E01008612,6
E01008613,1
E01008614,3
E01008615,4
E01008616,9
E01008617,9
E01008618,10
E01008619,9
E01008620,8
E01008621,10
E01008622,5
E01008624,4
E01008625,1
E01008627,8
E01008628,1
E01008629,6
E01008630,2
E01008631,3
E01008632,2
E01008633,1
E01008634,1
E01008635,4
E01008636,3
E01008637,3
E01008638,7
E01008639,2
E01008640,3
E01008641,1
E01008642,8
E01008643,4
E01008644,2
E01008645,2
E01008646,4
E01008647,7
E01008648,5
E01008649,2
E01008650,6
E01008651,1
E01008652,2
E01008653,1
E01008654,3
E01008655,2
E01008656,2
E01008657,8
E01008658,1
E01008659,3
E01008660,4
E01008661,2
E01008662,2
E01008663,2
E01008664,2
E01008665,1
E01008666,1
E01008667,1
E01008668,2
E01008669,1
E01008670,1
E01008671,2
E01008672,3
E01008673,9
E01008674,8
E01008675,4
E01008676,4
E01008677,6
E01008678,3
E01008679,5
E01008680,8
E01008681,9
E01008682,1
E01008683,3
E01008684,2
E01008685,5
E01008686,4
E01008687,3
E01008688,2
E01008689,1
E01008690,2
E01008691,8
E01008692,2
E01008693,2
E01008694,2
E01008695,2
E01008696,6
E01008697,2
E01008698,2
E01008699,2
E01008700,3
E01008701,2
E01008702,1
E01008703,2
E01008704,3
E01008705,2
E01008706,2
E01008707,4
E01008708,3
E01008709,1
E01008711,3
E01008712,1
E01008713,9
E01008714,1
E01008715,3
E01008716,9
E01008717,3
E01008718,4
E01008719,2
E01008720,3
E01008721,7
E01008722,8
E01008723,10
E01008724,9
E01008725,7
E01008726,8
E01008727,5
E01008728,6
E01008729,1
E01008730,1
E01008731,1
E01008732,3
E01008733,1
E01008734,7
E01008735,1
E01008736,1
E01008737,1
E01008738,1
E01008739,2
E01008740,6
E01008741,4
E01008742,3
E01008743,1
E01008744,2
E01008745,8
E01008746,1
E01008747,4
E01008748,3
E01008749,8
E01008750,6
E01008751,4
E01008752,1
